sample_stamp_sec,sample_stamp_nanosec,pose1_stamp_sec,pose1_stamp_nanosec,pose1_x,pose1_y,pose1_z,pose2_stamp_sec,pose2_stamp_nanosec,pose2_x,pose2_y,pose2_z,distance,distance_sum
1755383517,179484226,1755383517,160917254,102.87435913085938,50.11261749267578,97.45733642578125,1755383517,133941045,102.82029741306229,50.1119085595368,98.38285843847059,0.927100,453.962777
1755383517,679484503,1755383517,659366309,102.97173309326172,50.43907165527344,97.20687103271484,1755383517,633905524,102.9169854997906,50.43835003184964,98.09548778009574,0.890302,454.853079
1755383518,179487012,1755383518,157976023,103.06045532226562,50.767887115478516,97.01264953613281,1755383518,133917301,103.00523377425061,50.765503437816704,97.84302255933656,0.832211,455.685289
1755383518,679492381,1755383518,663513809,103.14156341552734,51.09772491455078,96.87918853759766,1755383518,633894307,103.08501732098675,51.093310356630795,97.62565150212939,0.748615,456.433904
1755383519,179472920,1755383519,168436441,103.21299743652344,51.429779052734375,96.8060073852539,1755383519,133914311,103.15634088514062,51.421823507202774,97.44343644259867,0.639991,457.073895
1755383519,679441741,1755383519,669449925,103.2759780883789,51.760108947753906,96.77729797363281,1755383519,633932194,103.21918962026791,51.751011805649625,97.2964489414493,0.522327,457.596222
1755383520,179483787,1755383520,154934117,103.33061981201172,52.090152740478516,96.78428649902344,1755383520,133908528,103.27355275619702,52.08084405028495,97.18470114427605,0.404568,458.000790
1755383520,679479831,1755383520,654200888,103.3773422241211,52.41935729980469,96.82791900634766,1755383520,633909211,103.3194333145209,52.41136622952989,97.10813211361051,0.286246,458.287036
1755383521,179484086,1755383521,152931501,103.41433715820312,52.74866485595703,96.8994140625,1755383521,133915470,103.35682447111701,52.74256524860631,97.06665891808078,0.176963,458.463999
1755383521,679489616,1755383521,652907865,103.44214630126953,53.076072692871094,97.00005340576172,1755383521,633915250,103.38572172877373,53.07442978833987,97.06014731420183,0.082448,458.546447
1755383522,179493167,1755383522,153918714,103.46208953857422,53.4074592590332,97.13141632080078,1755383522,133925675,103.40612377878429,53.406973022394965,97.08841605942865,0.070579,458.617026
1755383522,679501755,1755383522,654110985,103.47457885742188,53.74018859863281,97.29109191894531,1755383522,633925616,103.41802804889957,53.74017560899753,97.151236179281,0.150856,458.767882
1755383523,179489883,1755383523,153401618,103.47854614257812,54.07693099975586,97.47777557373047,1755383523,133922171,103.42143470654243,54.074045603055396,97.2483349981392,0.236459,459.004342
1755383523,679533318,1755383523,657063750,103.47374725341797,54.41386032104492,97.69135284423828,1755383523,633913558,103.41634435811491,54.40857561821754,97.37939151128845,0.317243,459.321584
1755383524,179503574,1755383524,159413623,103.46074676513672,54.75270462036133,97.93486022949219,1755383524,133906497,103.40275852740598,54.743770672063064,97.5440440508892,0.395196,459.716780
1755383524,679593084,1755383524,660981634,103.44096374511719,55.08685302734375,98.20306396484375,1755383524,633915887,103.38067861731228,55.079641416232704,97.74189250475033,0.465151,460.181931
1755383525,179603154,1755383525,161206432,103.41060638427734,55.422607421875,98.49836730957031,1755383525,133915053,103.35010907151482,55.416166765648214,97.97247397760998,0.529401,460.711332
1755383525,679518975,1755383525,663186932,103.37150573730469,55.757972717285156,98.81983947753906,1755383525,633919008,103.31105351651114,55.75335490480313,98.23529865242003,0.587677,461.299008
1755383526,179484123,1755383526,175197376,103.32174682617188,56.097835540771484,99.16963195800781,1755383526,133898874,103.26352014630785,56.09118423442759,98.52980992585297,0.642500,461.941509
1755383526,679493238,1755383526,673447488,103.26517486572266,56.43581771850586,99.54176330566406,1755383526,633931242,103.20750653074154,56.429709553980345,98.8554783988468,0.688731,462.630240
1755383527,179528091,1755383527,173674048,103.20001983642578,56.77382278442383,99.94004821777344,1755383527,133907677,103.14303316328217,56.76884977004802,99.21160407368794,0.730687,463.360926
1755383527,679498998,1755383527,673915456,103.12760162353516,57.11182403564453,100.36165618896484,1755383527,633924861,103.07009480828917,57.10867593006661,99.59759755592742,0.766226,464.127152
1755383528,179541085,1755383528,176041408,103.0451889038086,57.45506286621094,100.81053924560547,1755383528,133906416,102.98871270527016,57.44912928758825,100.01268992564923,0.799868,464.927020
1755383528,679529028,1755383528,674290752,102.95504760742188,57.79597091674805,101.27572631835938,1755383528,633904147,102.89888991264905,57.790240827946505,100.45617414871512,0.821494,465.748514
1755383529,179475790,1755383529,174544192,102.85545349121094,58.138999938964844,101.76490783691406,1755383529,133902996,102.80063851900789,58.13200407794463,100.92726172483694,0.839467,466.587981
1755383529,679474664,1755383529,674671680,102.74927520751953,58.48137664794922,102.27587127685547,1755383529,633900694,102.69397096418105,58.474415932204536,101.42512965101821,0.852566,467.440547
1755383530,179493739,1755383530,174913088,102.63346862792969,58.82536697387695,102.81104278564453,1755383530,134091833,102.57885377913695,58.817608657798445,101.94912888981855,0.863677,468.304224
1755383530,679473877,1755383530,675162176,102.509521484375,59.16976547241211,103.36827087402344,1755383530,633918612,102.45543666481146,59.16118924620392,102.49775434532603,0.872237,469.176461
1755383531,179467489,1755383531,175288896,102.37814331054688,59.51240539550781,103.945556640625,1755383531,133914776,102.32360448793874,59.50553204036228,103.07066246897074,0.876619,470.053081
1755383531,679486423,1755383531,675533632,102.23898315429688,59.85430145263672,104.5433120727539,1755383531,633914915,102.18341337427437,59.85051921518709,103.66670859189594,0.878371,470.931452
1755383532,179494115,1755383532,175660096,102.09091186523438,60.19894027709961,105.15890502929688,1755383532,133916597,102.0348809839485,60.19614702882984,104.28489262415741,0.875811,471.807263
1755383532,679366177,1755383532,676034112,101.93452453613281,60.547119140625,105.79247283935547,1755383532,633933591,101.87802046940735,60.54242392758667,104.92420482200205,0.870117,472.677380
1755383533,179491601,1755383533,176159808,101.7686996459961,60.89737319946289,106.44206237792969,1755383533,133907671,101.71287227221742,60.889302445036634,105.58349898514227,0.860414,473.537794
1755383533,679382449,1755383533,676412736,101.59579467773438,61.247196197509766,107.1078872680664,1755383533,633906913,101.53943170996432,61.236833611631425,106.2617846038442,0.848041,474.385836
1755383534,179391698,1755383534,176659264,101.41368103027344,61.59589385986328,107.78865814208984,1755383534,133924919,101.35772078191587,61.58501115720132,106.9579372148095,0.832675,475.218510
