sample_stamp_sec,sample_stamp_nanosec,actual_pos_stamp_sec,actual_pos_stamp_nanosec,actual_pos_x,actual_pos_y,actual_pos_z,target_pos_stamp_sec,target_pos_stamp_nanosec,target_pos_x,target_pos_y,target_pos_z,distance,distance_sum,hdg,hdg_target,hdg_distance,hdg_distance_total
1763182450,849494501,1763182450,813390245,30.29715919494629,12.94482421875,69.38427734375,1763182450,814490395,28.868470756350632,12.533129463627631,77.77027494418708,8.516783,8.516783,,207.98983764648438,0.0,0.0
1763182451,349588894,1763182451,322446584,31.331039428710938,13.241673469543457,72.26959228515625,1763182451,314679509,29.688455307772244,12.770969220048123,80.27581230813433,8.186526,16.703309,,209.18653869628906,0.0,0.0
1763182451,849738411,1763182451,807724353,32.3424186706543,13.534528732299805,75.12199401855469,1763182451,814453012,30.507173267149682,13.009177689745677,82.76107334584434,7.873986,24.577295,,210.30551147460938,0.0,0.0
1763182452,349502298,1763182452,309815151,33.33318328857422,13.821946144104004,77.94532012939453,1763182452,314476814,31.325563629210848,13.248056021963116,85.22759587777469,7.575713,32.153008,,211.3492431640625,0.0,0.0
1763182452,849389189,1763182452,817077505,34.312774658203125,14.10800838470459,80.75557708740234,1763182452,814666568,32.143550224249736,13.487611424799312,87.67382199390899,7.276850,39.429857,,212.31884765625,0.0,0.0
1763182453,349594769,1763182453,320623567,35.279056549072266,14.394221305847168,83.5390625,1763182453,314412058,32.95980960652244,13.727483996919808,90.09452808973946,6.985526,46.415383,,213.21414184570312,0.0,0.0
1763182453,850338385,1763182453,809828234,36.236087799072266,14.679162979125977,86.29115295410156,1763182453,814327743,33.775442697839935,13.968024876743655,92.49173707378195,6.708780,53.124164,,214.0379180908203,0.0,0.0
1763182454,349405900,1763182454,308341410,37.18425750732422,14.9627046585083,89.01153564453125,1763182454,314073902,34.589741033636244,14.209053608709027,94.86212630219619,6.444293,59.568457,,214.791015625,0.0,0.0
1763182454,849750789,1763182454,817766185,38.1314582824707,15.246729850769043,91.71411895751953,1763182454,814384325,35.40390819215048,14.450956109384805,97.20795105539666,6.185061,65.753518,,215.4761199951172,0.0,0.0
1763182455,349346169,1763182455,313230324,39.07194137573242,15.52916145324707,94.38300323486328,1763182455,314299612,36.21614875073769,14.693227937482831,99.52283208185679,5.939038,71.692556,,216.09344482421875,0.0,0.0
1763182455,849609503,1763182455,831435957,40.01097106933594,15.813823699951172,97.03094482421875,1763182455,814226430,37.02712308911501,14.936093445213054,101.80751531195318,5.699946,77.392502,,216.64541625976562,0.0,0.0
1763182456,350027340,1763182456,330549253,40.94257736206055,16.097545623779297,99.64112854003906,1763182456,314571760,37.83744180301167,15.179765499388118,104.06253994640164,5.480243,82.872746,,217.13427734375,0.0,0.0
1763182456,849442345,1763182456,812571762,41.87504196166992,16.38262367248535,102.22400665283203,1763182456,814244254,38.645090675103205,15.423666142342604,106.28121107881063,5.273812,88.146558,,217.56089782714844,0.0,0.0
1763182457,349608268,1763182457,316456369,42.80241012573242,16.667274475097656,104.7658920288086,1763182457,314480025,39.45216517482311,15.668456456721401,108.46820980042224,5.092046,93.238604,,217.92849731445312,0.0,0.0
